treeid,qlegalstatus,qspecies,qaddress,siteorder,qsiteinfo,qcaretaker,plantdate,age,dbh,plotsize,latitude,longitude,location_2,location
29004,DPW Maintained,Fraxinus spp :: Ash Spp,151 10th St,1,Sidewalk: Curb side : Cutout,Private,2005,18,6,3x3,37.77462813,-122.4149562,POINT(-122.4149562 37.77462813),POINT(-122.4149562 37.77462813)
162651,DPW Maintained,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,164 Brighton Ave,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 0ft,37.72114778,-122.4550561,POINT(-122.4550561 37.72114778),POINT(-122.4550561 37.72114778)
199343,DPW Maintained,Eucalyptus sideroxylon :: Red Ironbark,1801 03rd St,2,Sidewalk: Property side : Yard,Private,2019,4,3,Width 4ft,37.76540501,-122.3887907,POINT(-122.3887907 37.76540501),POINT(-122.3887907 37.76540501)
34590,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3090 Pacific Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,6,,37.79199007,-122.445918,POINT(-122.445918 37.79199007),POINT(-122.445918 37.79199007)
178876,Permitted Site,Prunus serrulata :: Ornamental Cherry,852 Paris St,2,Sidewalk: Curb side : Cutout,Private,2005,18,1,Width 2ft,37.71599132,-122.4393049,POINT(-122.4393049 37.71599132),POINT(-122.4393049 37.71599132)
261311,Permitted Site,Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,3368 Jackson St,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,3x3,37.79051968,-122.4503209,POINT(-122.4503209 37.79051968),POINT(-122.4503209 37.79051968)
8103,Permitted Site,Rhamnus alaternus :: Italian Buckthorn,775 Fulton St,2,Sidewalk: Curb side : Cutout,Private,1998,25,8,3X3,37.7778928,-122.4293284,POINT(-122.4293284 37.7778928),POINT(-122.4293284 37.7778928)
32338,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2608 Fulton St,1,Sidewalk: Curb side : Cutout,Private,1996,27,4,,37.77424723,-122.4597931,POINT(-122.4597931 37.77424723),POINT(-122.4597931 37.77424723)
26082,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,205 Broad St,1,Sidewalk: Curb side : Cutout,Private,1997,26,8,3X3,37.71308946,-122.4593578,POINT(-122.4593578 37.71308946),POINT(-122.4593578 37.71308946)
108089,DPW Maintained,Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2501X 18th St,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,,37.76182834,-122.4079887,POINT(-122.4079887 37.76182834),POINT(-122.4079887 37.76182834)
50209,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,779@ BALBOA 27th Ave,1,Sidewalk: Curb side : Cutout,Private,2003,20,7,,37.77478276,-122.4865876,POINT(-122.4865876 37.77478276),POINT(-122.4865876 37.77478276)
253872,Planning Code 138.1 required,Magnolia grandiflora :: Southern Magnolia,1601 Larkin St,3,Sidewalk: Curb side : Cutout,Private,2017,6,3,3x3,37.79281181,-122.4195864,POINT(-122.4195864 37.79281181),POINT(-122.4195864 37.79281181)
198585,Planning Code 138.1 required,Ulmus parvifolia :: Chinese Elm,980 16th St,5,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 4ft,37.76658088,-122.395871,POINT(-122.395871 37.76658088),POINT(-122.395871 37.76658088)
40323,DPW Maintained,Pittosporum undulatum :: Victorian Box,3367 Washington St,1,Sidewalk: Curb side : Cutout,Private,1999,24,5,,37.78975725,-122.4483274,POINT(-122.4483274 37.78975725),POINT(-122.4483274 37.78975725)
32353,DPW Maintained,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,2180 Bryant St,1,Sidewalk: Curb side : Cutout,Private,1996,27,8,,37.75953217,-122.4100076,POINT(-122.4100076 37.75953217),POINT(-122.4100076 37.75953217)
31438,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4228 22nd St,1,Sidewalk: Curb side : Cutout,Private,1995,28,10,,37.75424171,-122.439418,POINT(-122.439418 37.75424171),POINT(-122.439418 37.75424171)
45669,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,815 37th Ave,1,Sidewalk: Curb side : Cutout,Private,2007,16,7,3x3,37.7735157,-122.4972395,POINT(-122.4972395 37.7735157),POINT(-122.4972395 37.7735157)
191759,DPW Maintained,Melaleuca quinquenervia :: Cajeput,1650 Owen St,6,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 5ft,37.76785607,-122.394222,POINT(-122.394222 37.76785607),POINT(-122.394222 37.76785607)
95907,DPW Maintained,Prunus cerasifera :: Cherry Plum,1438 28th Ave,1,Sidewalk: Curb side : Cutout,Private,2011,12,2,3x3,37.76050276,-122.4865122,POINT(-122.4865122 37.76050276),POINT(-122.4865122 37.76050276)
56918,DPW Maintained,Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford,757 Athens St,1,Sidewalk: Curb side : Cutout,Private,1974,49,8,3x3,37.71610628,-122.4325277,POINT(-122.4325277 37.71610628),POINT(-122.4325277 37.71610628)
116518,DPW Maintained,Ficus nitida :: Laurel Fig,480 FILLMORE ST,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,9x6,37.77380134,-122.4306328,POINT(-122.4306328 37.77380134),POINT(-122.4306328 37.77380134)
50964,DPW Maintained,Prunus serrulata :: Ornamental Cherry,120 Commonwealth Ave,2,Sidewalk: Curb side : Cutout,Private,2004,19,4,,37.78335343,-122.4555664,POINT(-122.4555664 37.78335343),POINT(-122.4555664 37.78335343)
34720,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,5208 Anza St,1,Sidewalk: Curb side : Cutout,Private,2012,11,2,,37.77735929,-122.5041321,POINT(-122.5041321 37.77735929),POINT(-122.5041321 37.77735929)
53904,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1075 Goettingen St,1,Sidewalk: Curb side : Cutout,Private,1972,51,15,,37.71878698,-122.4031436,POINT(-122.4031436 37.71878698),POINT(-122.4031436 37.71878698)
65315,DPW Maintained,Prunus cerasifera :: Cherry Plum,543 Blanken Ave,1,Sidewalk: Curb side : Cutout,Private,1989,34,18,,37.71109034,-122.3966245,POINT(-122.3966245 37.71109034),POINT(-122.3966245 37.71109034)
96613,DPW Maintained,Lophostemon confertus :: Brisbane Box,3652 Clay St,3,Sidewalk: Curb side : Cutout,Private,2018,5,3,,37.78837241,-122.4530742,POINT(-122.4530742 37.78837241),POINT(-122.4530742 37.78837241)
43084,DPW Maintained,Grevillea robusta :: Silk Oak Tree,240 Jones St,1,Sidewalk: Curb side : Cutout,Private,2000,23,9,,37.78357645,-122.4124374,POINT(-122.4124374 37.78357645),POINT(-122.4124374 37.78357645)
56341,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,396 27th Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,16,3x3,37.78209924,-122.4869522,POINT(-122.4869522 37.78209924),POINT(-122.4869522 37.78209924)
265841,Section 806 (d),Ginkgo biloba :: Maidenhair Tree,480 Warren Dr,6,Sidewalk: Curb side : Cutout,Private,2021,2,3,3x3,37.75842124,-122.4624035,POINT(-122.4624035 37.75842124),POINT(-122.4624035 37.75842124)
31492,DPW Maintained,Pittosporum undulatum :: Victorian Box,49 Worth St,1,Sidewalk: Curb side : Cutout,Private,1995,28,10,,37.75452047,-122.4398315,POINT(-122.4398315 37.75452047),POINT(-122.4398315 37.75452047)
113777,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',1753 Greenwich St,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,3x3,37.79983175,-122.4285124,POINT(-122.4285124 37.79983175),POINT(-122.4285124 37.79983175)
69122,Permitted Site,Ficus nitida :: Laurel Fig,3744 20th St,1,Sidewalk: Curb side : Cutout,Private,1994,29,22,5x9,37.75837348,-122.4245252,POINT(-122.4245252 37.75837348),POINT(-122.4245252 37.75837348)
31694,DPW Maintained,Prunus cerasifera :: Cherry Plum,78 Downey St,1,Sidewalk: Curb side : Cutout,Private,1995,28,6,,37.76760745,-122.4472443,POINT(-122.4472443 37.76760745),POINT(-122.4472443 37.76760745)
9684,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Gough St,2,Sidewalk: Curb side : Cutout,Private,1995,28,12,3x3,37.77615075,-122.4227433,POINT(-122.4227433 37.77615075),POINT(-122.4227433 37.77615075)
66033,Permitted Site,Corymbia ficifolia :: Red Flowering Gum,176 Page St,1,Sidewalk: Curb side : Cutout,Private,1990,33,18,5x5,37.77399629,-122.4236732,POINT(-122.4236732 37.77399629),POINT(-122.4236732 37.77399629)
45509,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2929 25th Ave,3,Sidewalk: Curb side : Cutout,Private,2001,22,3,,37.73381042,-122.4811566,POINT(-122.4811566 37.73381042),POINT(-122.4811566 37.73381042)
115420,Permitted Site,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',248 Minerva St,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.71584312,-122.4608514,POINT(-122.4608514 37.71584312),POINT(-122.4608514 37.71584312)
251137,DPW Maintained,Lophostemon confertus :: Brisbane Box,25x Goettingen St,1,Front Yard : Cutout,Private,2017,6,3,3x3,37.73127935,-122.408344,POINT(-122.408344 37.73127935),POINT(-122.408344 37.73127935)
22745,DPW Maintained,Pittosporum undulatum :: Victorian Box,1575 Turk St,7,Sidewalk: Curb side : Cutout,Private,1990,33,12,3x3,37.78014263,-122.4343866,POINT(-122.4343866 37.78014263),POINT(-122.4343866 37.78014263)
65631,DPW Maintained,Olea europaea :: Olive Tree,1760 Broderick St,1,Sidewalk: Curb side : Cutout,Private,1990,33,8,,37.78672267,-122.441804,POINT(-122.441804 37.78672267),POINT(-122.441804 37.78672267)
68965,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,2271 Bay St,1,Sidewalk: Curb side : Cutout,Private,2009,14,5,3x3,37.80162537,-122.4443878,POINT(-122.4443878 37.80162537),POINT(-122.4443878 37.80162537)
258507,Permitted Site,Cordyline australis :: Dracena Palm,1929 48th Ave,,Sidewalk: Curb side : Cutout,Private,2019,4,3,3x3,37.75044392,-122.5074467,POINT(-122.5074467 37.75044392),POINT(-122.5074467 37.75044392)
44722,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1890 22nd Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,1,3x3,37.75242662,-122.4794871,POINT(-122.4794871 37.75242662),POINT(-122.4794871 37.75242662)
28925,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,275 08th St,1,Sidewalk: Curb side : Cutout,Private,2006,17,3,3x3,37.77533786,-122.4103436,POINT(-122.4103436 37.77533786),POINT(-122.4103436 37.77533786)
192272,DPW Maintained,Fraxinus oxycarpa 'Raywood' :: Raywood Ash,1490 Harrison St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 3ft,37.77069281,-122.4122298,POINT(-122.4122298 37.77069281),POINT(-122.4122298 37.77069281)
175815,Permitted Site,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',616 Dwight St,1,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.72250182,-122.40822,POINT(-122.40822 37.72250182),POINT(-122.40822 37.72250182)
30541,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,401 Tunnel Ave,15,Sidewalk: Curb side : Cutout,Private,1995,28,6,,37.70971935,-122.4012565,POINT(-122.4012565 37.70971935),POINT(-122.4012565 37.70971935)
37089,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1235 47th Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,3,,37.76343172,-122.5072892,POINT(-122.5072892 37.76343172),POINT(-122.5072892 37.76343172)
255692,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,510 Townsend St,2,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.77336903,-122.3999261,POINT(-122.3999261 37.77336903),POINT(-122.3999261 37.77336903)
116920,Undocumented,Pyrus kawakamii :: Evergreen Pear,1390x TENNESSEE ST,3,Sidewalk: Curb side : Cutout,Private,2016,7,3,5x5,37.7542393,-122.3896909,POINT(-122.3896909 37.7542393),POINT(-122.3896909 37.7542393)
65781,DPW Maintained,Myoporum laetum :: Myoporum,3540 Washington St,1,Sidewalk: Curb side : Cutout,Private,1990,33,19,,37.78948845,-122.4514067,POINT(-122.4514067 37.78948845),POINT(-122.4514067 37.78948845)
85275,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1335 Fulton St,1,Sidewalk: Curb side : Cutout,Private,2007,16,4,,37.77669503,-122.438925,POINT(-122.438925 37.77669503),POINT(-122.438925 37.77669503)
46394,DPW Maintained,Pittosporum crassifolium :: Karo Tree,1978 45th Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,3,3x3,37.74968411,-122.5040218,POINT(-122.5040218 37.74968411),POINT(-122.5040218 37.74968411)
102880,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1680X Revere Ave,2,Sidewalk: Curb side : Cutout,Private,2010,13,2,4x4,37.73245303,-122.3910229,POINT(-122.3910229 37.73245303),POINT(-122.3910229 37.73245303)
67472,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,644 Wisconsin St,1,Sidewalk: Curb side : Cutout,Private,1992,31,12,,37.75909745,-122.3992131,POINT(-122.3992131 37.75909745),POINT(-122.3992131 37.75909745)
31234,DPW Maintained,Prunus cerasifera :: Cherry Plum,2558 16th Ave,2,Sidewalk: Curb side : Cutout,Private,1995,28,6,,37.74024768,-122.4722055,POINT(-122.4722055 37.74024768),POINT(-122.4722055 37.74024768)
61144,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,115 Cole St,1,Sidewalk: Curb side : Cutout,Private,1983,40,8,,37.77404254,-122.4511972,POINT(-122.4511972 37.77404254),POINT(-122.4511972 37.77404254)
12791,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,2014 Lake St,1,Sidewalk: Curb side : Cutout,Private,2005,18,8,3X3,37.78599855,-122.4812604,POINT(-122.4812604 37.78599855),POINT(-122.4812604 37.78599855)
10018,Permitted Site,Prunus cerasifera :: Cherry Plum,205 Guerrero St,1,Sidewalk: Curb side : Cutout,Private,1993,30,6,3x3,37.76729152,-122.4242077,POINT(-122.4242077 37.76729152),POINT(-122.4242077 37.76729152)
97459,DPW Maintained,Prunus cerasifera :: Cherry Plum,198x Venus St,4,Sidewalk: Curb side : Cutout,Private,2012,11,7,3x3,37.73026279,-122.39811,POINT(-122.39811 37.73026279),POINT(-122.39811 37.73026279)
50204,DPW Maintained,Pittosporum undulatum :: Victorian Box,755@ BALBOA 26th Ave,1,Sidewalk: Curb side : Cutout,Private,2004,19,6,,37.77522021,-122.485553,POINT(-122.485553 37.77522021),POINT(-122.485553 37.77522021)
43781,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,678 20th Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,16,,37.77512382,-122.4789261,POINT(-122.4789261 37.77512382),POINT(-122.4789261 37.77512382)
192564,Planning Code 138.1 required,Lophostemon confertus :: Brisbane Box,33 08th St,2,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 3ft,37.77771751,-122.4133229,POINT(-122.4133229 37.77771751),POINT(-122.4133229 37.77771751)
43796,DPW Maintained,Crateagus spp :: Hawthorn,166 23rd Ave,2,Sidewalk: Curb side : Cutout,Private,2000,23,5,,37.78463308,-122.4828396,POINT(-122.4828396 37.78463308),POINT(-122.4828396 37.78463308)
87749,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',301 14th Ave,6,Sidewalk: Curb side : Cutout,Private,2008,15,3,3x3,37.78213565,-122.4730342,POINT(-122.4730342 37.78213565),POINT(-122.4730342 37.78213565)
52674,DPW Maintained,Pittosporum undulatum :: Victorian Box,470  REVISED 36th Ave,11,Sidewalk: Curb side : Cutout,Private,2006,17,12,,37.78018826,-122.4964812,POINT(-122.4964812 37.78018826),POINT(-122.4964812 37.78018826)
65069,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2221 Baker St,1,Sidewalk: Curb side : Cutout,Private,1989,34,14,,37.79162796,-122.4446307,POINT(-122.4446307 37.79162796),POINT(-122.4446307 37.79162796)
56009,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',643 Front St,1,Sidewalk: Curb side : Cutout,Private,1973,50,14,,37.79752598,-122.3997207,POINT(-122.3997207 37.79752598),POINT(-122.3997207 37.79752598)
88184,Permitted Site,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,489 Clementina St,,Sidewalk: Curb side : Cutout,Private,2011,12,1,3x3,37.7790648,-122.4058102,POINT(-122.4058102 37.7790648),POINT(-122.4058102 37.7790648)
43776,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,146 20th Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,6,3x3,37.78508533,-122.4796478,POINT(-122.4796478 37.78508533),POINT(-122.4796478 37.78508533)
46422,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,708 10th Ave,1,Sidewalk: Curb side : Cutout,Private,2002,21,1,,37.77485922,-122.4680577,POINT(-122.4680577 37.77485922),POINT(-122.4680577 37.77485922)
22725,DPW Maintained,Pittosporum undulatum :: Victorian Box,1525 Turk St,2,Sidewalk: Curb side : Cutout,Private,1992,31,12,3X3,37.78017746,-122.4341333,POINT(-122.4341333 37.78017746),POINT(-122.4341333 37.78017746)
256679,Planning Code 138.1 required,Acacia baileyana 'Purpurea' :: Purple-leaf Acacia,330 Twin Peaks Blvd,5,Sidewalk: Curb side : Cutout,Private,2019,4,3,3x3,37.75709363,-122.4475498,POINT(-122.4475498 37.75709363),POINT(-122.4475498 37.75709363)
9032,Permitted Site,Pittosporum crassifolium :: Karo Tree,5401 Geary Blvd,1,Sidewalk: Curb side : Cutout,Private,1994,29,12,3X3,37.78011719,-122.4773918,POINT(-122.4773918 37.78011719),POINT(-122.4773918 37.78011719)
84400,DPW Maintained,Prunus x yedoensis :: Yoshino Cherry,611-613 08th Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,3,3x3,37.77685519,-122.4662038,POINT(-122.4662038 37.77685519),POINT(-122.4662038 37.77685519)
259217,Section 806 (d),Magnolia grandiflora :: Southern Magnolia,200 Grafton Ave,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,3x3,37.72013197,-122.4552648,POINT(-122.4552648 37.72013197),POINT(-122.4552648 37.72013197)
87924,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1395 Lyon St,5,Sidewalk: Curb side : Cutout,Private,2008,15,4,3x3,37.78341537,-122.444677,POINT(-122.444677 37.78341537),POINT(-122.444677 37.78341537)
84819,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,768 Harrison St,1,Sidewalk: Curb side : Cutout,Private,2010,13,14,,37.78134042,-122.3990542,POINT(-122.3990542 37.78134042),POINT(-122.3990542 37.78134042)
102542,Undocumented,Pittosporum undulatum :: Victorian Box,499 Illinois St,3,Sidewalk: Curb side : Cutout,Private,2016,7,3,5x5,37.76685165,-122.3890948,POINT(-122.3890948 37.76685165),POINT(-122.3890948 37.76685165)
22053,DPW Maintained,Lophostemon confertus :: Brisbane Box,3000 03rd St,5,Sidewalk: Curb side : Cutout,Private,1995,28,12,3x3,37.75111432,-122.3877557,POINT(-122.3877557 37.75111432),POINT(-122.3877557 37.75111432)
107938,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,613 Faxon Ave,2,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.7248877,-122.4600238,POINT(-122.4600238 37.7248877),POINT(-122.4600238 37.7248877)
95196,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,140 Forest Side Ave,1,Sidewalk: Curb side : Cutout,Private,2011,12,20,3x3,37.74072805,-122.4690102,POINT(-122.4690102 37.74072805),POINT(-122.4690102 37.74072805)
21965,DPW Maintained,Lophostemon confertus :: Brisbane Box,2580 03rd St,1,Sidewalk: Curb side : Cutout,Private,1995,28,10,3x3,37.75686225,-122.3882966,POINT(-122.3882966 37.75686225),POINT(-122.3882966 37.75686225)
42726,DPW Maintained,Pittosporum undulatum :: Victorian Box,1790 Yosemite Ave,7,Sidewalk: Curb side : Cutout,Private,2000,23,7,,37.72888252,-122.3950632,POINT(-122.3950632 37.72888252),POINT(-122.3950632 37.72888252)
31151,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,666 Hearst Ave,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,,37.73072307,-122.4526432,POINT(-122.4526432 37.73072307),POINT(-122.4526432 37.73072307)
65976,Permitted Site,Jacaranda mimosifolia :: Jacaranda,59 & 1/2 Manchester St,1,Sidewalk: Curb side : Cutout,Private,1993,30,8,6x6,37.74579212,-122.4141497,POINT(-122.4141497 37.74579212),POINT(-122.4141497 37.74579212)
69453,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,459 33rd Ave,1,Sidewalk: Curb side : Cutout,Private,1994,29,15,6x9,37.78054647,-122.4934419,POINT(-122.4934419 37.78054647),POINT(-122.4934419 37.78054647)
215048,Private,Olea europaea :: Olive Tree,1719 17th Ave,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,3x3,37.75575596,-122.4745111,POINT(-122.4745111 37.75575596),POINT(-122.4745111 37.75575596)
24691,DPW Maintained,Melaleuca spp :: Melaleuca spp,7049X Geary Blvd,1,Sidewalk: Curb side : Cutout,Private,2001,22,5,3X3,37.77949191,-122.4952221,POINT(-122.4952221 37.77949191),POINT(-122.4952221 37.77949191)
64068,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',3110 Clay St,1,Sidewalk: Curb side : Cutout,Private,1987,36,18,,37.7894752,-122.4444116,POINT(-122.4444116 37.7894752),POINT(-122.4444116 37.7894752)
62947,Permitted Site,Callistemon citrinus :: Lemon Bottlebrush,121 Ellert St,1,Sidewalk: Curb side : Cutout,Private,1986,37,15,,37.73846476,-122.4175798,POINT(-122.4175798 37.73846476),POINT(-122.4175798 37.73846476)
100131,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,155 05th St,3,Sidewalk: Curb side : Cutout,Private,2012,11,3,3x3,37.78198244,-122.405412,POINT(-122.405412 37.78198244),POINT(-122.405412 37.78198244)
43758,DPW Maintained,Prunus cerasifera :: Cherry Plum,187 17th Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,5,,37.78447824,-122.4765454,POINT(-122.4765454 37.78447824),POINT(-122.4765454 37.78447824)
52696,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,1825@ BAKER McAllister St,1,Sidewalk: Curb side : Cutout,Private,2006,17,1,,37.77722247,-122.4422754,POINT(-122.4422754 37.77722247),POINT(-122.4422754 37.77722247)
4958,Permitted Site,Lophostemon confertus :: Brisbane Box,5173 Diamond Heights Blvd,3,Sidewalk: Curb side : Cutout,Private,1997,26,6,3X3,37.74585695,-122.4400565,POINT(-122.4400565 37.74585695),POINT(-122.4400565 37.74585695)
235023,DPW Maintained,Pittosporum undulatum :: Victorian Box,559 Douglass St,1,Sidewalk: Curb side : Cutout,Private,1986,37,14,Width 3ft,37.75465206,-122.4387499,POINT(-122.4387499 37.75465206),POINT(-122.4387499 37.75465206)
68456,DPW Maintained,Agonis flexuosa :: Peppermint Willow,107 14th Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,25,,37.78605156,-122.4733037,POINT(-122.4733037 37.78605156),POINT(-122.4733037 37.78605156)
83820,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1339 47th Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,1,3x3,37.76149964,-122.5071683,POINT(-122.5071683 37.76149964),POINT(-122.5071683 37.76149964)
49988,DPW Maintained,Crataegus phaenopyrum :: Washington Hawthorn,300@ GOUGH Linden St,1,Sidewalk: Curb side : Cutout,Private,2003,20,2,,37.77642763,-122.4230211,POINT(-122.4230211 37.77642763),POINT(-122.4230211 37.77642763)
85121,DPW Maintained,Juniperus chinensis :: Juniper,1403 11th Ave,2,Sidewalk: Property side : Cutout,Private,2007,16,7,2x2,37.76188483,-122.4684848,POINT(-122.4684848 37.76188483),POINT(-122.4684848 37.76188483)
257890,Permitted Site,Lagunaria patersonii :: Primrose Tree,1266 40th Ave,,Sidewalk: Curb side : Cutout,Private,2019,4,3,3x3,37.763206,-122.4996029,POINT(-122.4996029 37.763206),POINT(-122.4996029 37.763206)
84832,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1000 Cabrillo St,3,Sidewalk: Curb side : Cutout,Private,2007,16,3,,37.77518541,-122.4695695,POINT(-122.4695695 37.77518541),POINT(-122.4695695 37.77518541)
95321,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,2870 Washington St,4,Sidewalk: Curb side : Cutout,Private,2011,12,4,3x3,37.79085801,-122.4407027,POINT(-122.4407027 37.79085801),POINT(-122.4407027 37.79085801)
101345,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,600 Chestnut St,9,Sidewalk: Curb side : Cutout,Private,1993,30,22,,37.80373645,-122.413856,POINT(-122.413856 37.80373645),POINT(-122.413856 37.80373645)
59090,DPW Maintained,Lophostemon confertus :: Brisbane Box,3522 Fulton St,1,Sidewalk: Curb side : Cutout,Private,1980,43,18,,37.77331094,-122.4695882,POINT(-122.4695882 37.77331094),POINT(-122.4695882 37.77331094)
201827,DPW Maintained,Lagunaria patersonii :: Primrose Tree,258 Friedell St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 5ft,37.7282781,-122.370045,POINT(-122.370045 37.7282781),POINT(-122.370045 37.7282781)
6890,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,290X Fell St,1,Sidewalk: Curb side : Cutout,Private,2005,18,3,3X3,37.77604001,-122.4226258,POINT(-122.4226258 37.77604001),POINT(-122.4226258 37.77604001)
88049,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1655 Jerrold Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,3,3x3,37.73932804,-122.3905394,POINT(-122.3905394 37.73932804),POINT(-122.3905394 37.73932804)
50475,DPW Maintained,Acer palmatum 'Bloodgood' :: Bloodgood Japanese Maple,22 Valmar Ter,1,Sidewalk: Curb side : Cutout,Private,2003,20,3,,37.72699091,-122.4234296,POINT(-122.4234296 37.72699091),POINT(-122.4234296 37.72699091)
9599,DPW Maintained,Maytenus boaria :: Mayten,1355 Golden Gate Ave,1,Sidewalk: Curb side : Cutout,Private,1990,33,11,3X3,37.77934134,-122.4331329,POINT(-122.4331329 37.77934134),POINT(-122.4331329 37.77934134)
17889,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,2231 Pine St,1,Sidewalk: Curb side : Cutout,Private,2000,23,8,3x3,37.78800473,-122.4326376,POINT(-122.4326376 37.78800473),POINT(-122.4326376 37.78800473)
40369,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,501- 513 Broadway,2,Sidewalk: Curb side : Cutout,Private,1999,24,6,4x4,37.79790127,-122.4056707,POINT(-122.4056707 37.79790127),POINT(-122.4056707 37.79790127)
219808,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,522 Douglass St,2,Sidewalk: Curb side : Cutout,Private,1998,25,13,Width 3ft,37.7550261,-122.4389266,POINT(-122.4389266 37.7550261),POINT(-122.4389266 37.7550261)
