treeid,qlegalstatus,qspecies,qaddress,siteorder,qsiteinfo,qcaretaker,plantdate,age,dbh,plotsize,latitude,longitude,location_2,location
31452,DPW Maintained,Betula spp :: Birch,622 Douglass St,1,Sidewalk: Curb side : Cutout,Private,1995,28,5,,37.75384076,-122.4388193,POINT(-122.4388193 37.75384076),POINT(-122.4388193 37.75384076)
264669,Section 806 (d),Prunus subhirtella 'autumnalis' :: Higan Cherry,1890 Church St,2,Sidewalk: Curb side : Cutout,Private,2020,3,3,4x4,37.74000475,-122.4267155,POINT(-122.4267155 37.74000475),POINT(-122.4267155 37.74000475)
59596,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1401 Baker St,1,Sidewalk: Curb side : Cutout,Private,2014,9,0,,37.78391359,-122.4430837,POINT(-122.4430837 37.78391359),POINT(-122.4430837 37.78391359)
69241,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2770 Lyon St,1,Sidewalk: Curb side : Cutout,Private,1994,29,14,,37.79642072,-122.4469059,POINT(-122.4469059 37.79642072),POINT(-122.4469059 37.79642072)
46158,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1596 Howard St,6,Sidewalk: Curb side : Cutout,Private,2006,17,3,,37.77187593,-122.4169245,POINT(-122.4169245 37.77187593),POINT(-122.4169245 37.77187593)
45486,DPW Maintained,Melaleuca quinquenervia :: Cajeput,2924 21st Ave,1,Sidewalk: Curb side : Cutout,Private,2001,22,9,,37.73401211,-122.476968,POINT(-122.476968 37.73401211),POINT(-122.476968 37.73401211)
107964,Section 143,Platanus x hispanica :: Sycamore: London Plane,2401x SCOTT ST,1,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.79203331,-122.4401309,POINT(-122.4401309 37.79203331),POINT(-122.4401309 37.79203331)
15464,Permitted Site,Washingtonia robusta :: Mexican Fan Palm,2434 Mission St,1,Sidewalk: Curb side : Cutout,Private,2000,23,12,4X4,37.75809736,-122.4190538,POINT(-122.4190538 37.75809736),POINT(-122.4190538 37.75809736)
59758,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,354 Vienna St,1,Sidewalk: Curb side : Cutout,Private,1981,42,18,6x9,37.7227515,-122.4287695,POINT(-122.4287695 37.7227515),POINT(-122.4287695 37.7227515)
238122,Permitted Site,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,3388 17th St,3,Sidewalk: Curb side : Cutout,Private,2000,23,11,Width 3ft,37.76343086,-122.4207144,POINT(-122.4207144 37.76343086),POINT(-122.4207144 37.76343086)
92816,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',410 Locust St,1,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.78715591,-122.4517961,POINT(-122.4517961 37.78715591),POINT(-122.4517961 37.78715591)
69497,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,55 Otsego Ave,1,Sidewalk: Curb side : Cutout,Private,1994,29,6,,37.72645739,-122.4392162,POINT(-122.4392162 37.72645739),POINT(-122.4392162 37.72645739)
68547,DPW Maintained,Juniperus chinensis :: Juniper,526 43rd Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,9,,37.77856997,-122.5039052,POINT(-122.5039052 37.77856997),POINT(-122.5039052 37.77856997)
52921,Permitted Site,Maytenus boaria :: Mayten,2930X 26th St,1,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.74968472,-122.4087431,POINT(-122.4087431 37.74968472),POINT(-122.4087431 37.74968472)
59088,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,3426 Fulton St,1,Sidewalk: Curb side : Cutout,Private,1980,43,23,,37.77335637,-122.4686477,POINT(-122.4686477 37.77335637),POINT(-122.4686477 37.77335637)
37396,DPW Maintained,Pittosporum undulatum :: Victorian Box,2460 Washington St,1,Sidewalk: Curb side : Cutout,Private,2003,20,6,,37.79173629,-122.4337607,POINT(-122.4337607 37.79173629),POINT(-122.4337607 37.79173629)
40189,DPW Maintained,Acacia baileyana :: Bailey's Acacia,600 Silliman St,2,Sidewalk: Curb side : Cutout,Private,1999,24,8,,37.72969602,-122.4112413,POINT(-122.4112413 37.72969602),POINT(-122.4112413 37.72969602)
173709,Permitted Site,Myoporum laetum :: Myoporum,26 Alma St,2,Sidewalk: Curb side : Cutout,Private,2017,6,3,7x6,37.76339333,-122.4484744,POINT(-122.4484744 37.76339333),POINT(-122.4484744 37.76339333)
49328,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,650 05th St,1,Sidewalk: Curb side : Cutout,Private,2003,20,19,,37.7757432,-122.3978823,POINT(-122.3978823 37.7757432),POINT(-122.3978823 37.7757432)
52812,Permitted Site,Prunus serrulata :: Ornamental Cherry,236 Collingwood St,2,Sidewalk: Curb side : Cutout,Private,2008,15,5,4x4,37.75861707,-122.4359906,POINT(-122.4359906 37.75861707),POINT(-122.4359906 37.75861707)
12096,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,1261X La Salle Ave,4,Sidewalk: Curb side : Cutout,Private,1996,27,6,3X3,37.73206435,-122.3830687,POINT(-122.3830687 37.73206435),POINT(-122.3830687 37.73206435)
108054,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,535X Mission St,3,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.78908833,-122.3982855,POINT(-122.3982855 37.78908833),POINT(-122.3982855 37.78908833)
43099,DPW Maintained,Grevillea robusta :: Silk Oak Tree,525 Leavenworth St,1,Sidewalk: Curb side : Cutout,Private,2000,23,14,,37.78593653,-122.4147747,POINT(-122.4147747 37.78593653),POINT(-122.4147747 37.78593653)
100958,DPW Maintained,Pyrus calleryana :: Ornamental Pear,1520 Lyon St,1,Sidewalk: Curb side : Cutout,Private,2012,11,10,3x3,37.78483024,-122.444822,POINT(-122.444822 37.78483024),POINT(-122.444822 37.78483024)
62247,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,437 Capistrano Ave,1,Sidewalk: Curb side : Cutout,Private,1985,38,14,,37.72497834,-122.4389453,POINT(-122.4389453 37.72497834),POINT(-122.4389453 37.72497834)
21688,DPW Maintained,Prunus serrulata :: Ornamental Cherry,1881 Sutter St,3,Sidewalk: Curb side : Cutout,Private,1992,31,2,4x4,37.78632644,-122.4309793,POINT(-122.4309793 37.78632644),POINT(-122.4309793 37.78632644)
43302,DPW Maintained,Melaleuca spp :: Melaleuca spp,674 Vermont St,1,Sidewalk: Curb side : Cutout,Private,2000,23,11,,37.76116873,-122.4042717,POINT(-122.4042717 37.76116873),POINT(-122.4042717 37.76116873)
38848,DPW Maintained,Pittosporum undulatum :: Victorian Box,1567 20th Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.758598,-122.4779372,POINT(-122.4779372 37.758598),POINT(-122.4779372 37.758598)
9519,Permitted Site,Pistacia chinensis :: Chinese Pistache,1042 Golden Gate Ave,1,Sidewalk: Curb side : Cutout,Private,2002,21,3,3X3,37.78021097,-122.4277484,POINT(-122.4277484 37.78021097),POINT(-122.4277484 37.78021097)
98109,DPW Maintained,Lophostemon confertus :: Brisbane Box,2754 Octavia St,1,Sidewalk: Curb side : Cutout,Private,2011,12,5,3x3,37.79752869,-122.4287601,POINT(-122.4287601 37.79752869),POINT(-122.4287601 37.79752869)
8788,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,3557 Geary Blvd,2,Sidewalk: Curb side : Cutout,Private,1994,29,6,3X3,37.78120098,-122.4571558,POINT(-122.4571558 37.78120098),POINT(-122.4571558 37.78120098)
55025,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,775 41st Ave,1,Sidewalk: Curb side : Cutout,Private,1972,51,17,,37.77415012,-122.5015822,POINT(-122.5015822 37.77415012),POINT(-122.5015822 37.77415012)
181868,DPW Maintained,Geijera parviflora :: Australian Willow,2335 28th Ave,1,Sidewalk: Curb side : Yard,Private,2020,3,3,5x5,37.74377058,-122.485494,POINT(-122.485494 37.74377058),POINT(-122.485494 37.74377058)
95679,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,318 Holyoke St,1,Sidewalk: Property side : Cutout,Private,2011,12,3,3x3,37.72723869,-122.4089959,POINT(-122.4089959 37.72723869),POINT(-122.4089959 37.72723869)
63197,DPW Maintained,Trachycarpus fortunei :: Windmill Palm,472 37th Ave,1,Sidewalk: Curb side : Cutout,Private,1986,37,14,,37.7799495,-122.4975445,POINT(-122.4975445 37.7799495),POINT(-122.4975445 37.7799495)
97705,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,900 North Point St,14,Sidewalk: Curb side : Cutout,Private,2008,15,4,4x8,37.80546017,-122.4229062,POINT(-122.4229062 37.80546017),POINT(-122.4229062 37.80546017)
199441,Planning Code 138.1 required,Washingtonia robusta :: Mexican Fan Palm,189 Hubbell St,19,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 4ft,37.76762576,-122.3968241,POINT(-122.3968241 37.76762576),POINT(-122.3968241 37.76762576)
39694,DPW Maintained,Prunus cerasifera :: Cherry Plum,1770 Quesada Ave,1,Sidewalk: Curb side : Cutout,Private,1999,24,8,,37.73418945,-122.39274,POINT(-122.39274 37.73418945),POINT(-122.39274 37.73418945)
93144,Undocumented,Ficus nitida :: Laurel Fig,1152 Clement St,2,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.78269389,-122.4714207,POINT(-122.4714207 37.78269389),POINT(-122.4714207 37.78269389)
108436,Permitted Site,Pistacia chinensis :: Chinese Pistache,200-212X Lexington St,2,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.76009531,-122.4207239,POINT(-122.4207239 37.76009531),POINT(-122.4207239 37.76009531)
50920,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,360 04th St,1,Sidewalk: Curb side : Cutout,Private,2005,18,5,,37.78142791,-122.4005812,POINT(-122.4005812 37.78142791),POINT(-122.4005812 37.78142791)
40354,Permitted Site,Ficus nitida :: Laurel Fig,379 TEHAMA ST,12,Sidewalk: Curb side : Cutout,Private,1999,24,8,,37.78129638,-122.4040259,POINT(-122.4040259 37.78129638),POINT(-122.4040259 37.78129638)
98414,DPW Maintained,Myoporum laetum :: Myoporum,1950 Pierce St,2,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.78825634,-122.437018,POINT(-122.437018 37.78825634),POINT(-122.437018 37.78825634)
81984,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,7849 Geary Blvd,4,Sidewalk: Curb side : Cutout,Private,2007,16,4,3x3,37.77910698,-122.5037109,POINT(-122.5037109 37.77910698),POINT(-122.5037109 37.77910698)
4473,Permitted Site,Magnolia grandiflora :: Southern Magnolia,1508 Church St,1,Sidewalk: Curb side : Cutout,Private,1997,26,6,3X3,37.74674214,-122.4270401,POINT(-122.4270401 37.74674214),POINT(-122.4270401 37.74674214)
74195,Undocumented,Lophostemon confertus :: Brisbane Box,1035 Sutter St,1,Sidewalk: Curb side : Cutout,Private,1995,28,9,,37.78802322,-122.4174938,POINT(-122.4174938 37.78802322),POINT(-122.4174938 37.78802322)
241294,DPW Maintained,Prunus serrulata 'Amanagawa' :: Flowering Cherry Tree 'Amanagawa',1342 San Bruno Ave,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 3ft,37.75254064,-122.4044076,POINT(-122.4044076 37.75254064),POINT(-122.4044076 37.75254064)
67592,DPW Maintained,Ligustrum lucidum :: Glossy Privet,355 Texas St,1,Sidewalk: Curb side : Cutout,Private,1992,31,8,,37.76199967,-122.3954028,POINT(-122.3954028 37.76199967),POINT(-122.3954028 37.76199967)
5228,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,1045 Divisadero St,2,Sidewalk: Curb side : Cutout,Private,1999,24,2,3X3,37.77924999,-122.4387736,POINT(-122.4387736 37.77924999),POINT(-122.4387736 37.77924999)
83208,DPW Maintained,Leptospermum laevigatum :: Australian Tea Tree,3634 Rivera St,1,Sidewalk: Curb side : Cutout,Private,2008,15,7,3x3,37.74555827,-122.5052727,POINT(-122.5052727 37.74555827),POINT(-122.5052727 37.74555827)
59928,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',830 Balboa St,1,Sidewalk: Curb side : Cutout,Private,1981,42,9,,37.77715728,-122.4677908,POINT(-122.4677908 37.77715728),POINT(-122.4677908 37.77715728)
49940,DPW Maintained,Maytenus boaria :: Mayten,2421 27th Ave,1,Sidewalk: Curb side : Cutout,Private,2003,20,4,,37.74226869,-122.4843113,POINT(-122.4843113 37.74226869),POINT(-122.4843113 37.74226869)
64197,DPW Maintained,Pittosporum crassifolium :: Karo Tree,2351 41st Ave,1,Sidewalk: Curb side : Cutout,Private,1987,36,5,,37.74286139,-122.4994007,POINT(-122.4994007 37.74286139),POINT(-122.4994007 37.74286139)
109948,Section 143,Pyrus calleryana 'Chanticleer' :: Ornamental Pear Tree 'Chanticleer',400x CLEMENTINA ST,8,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.78068362,-122.4040379,POINT(-122.4040379 37.78068362),POINT(-122.4040379 37.78068362)
255162,Permitted Site,Jacaranda mimosifolia :: Jacaranda,598 Moultrie St,,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.73725186,-122.4160205,POINT(-122.4160205 37.73725186),POINT(-122.4160205 37.73725186)
262437,DPW Maintained,Podocarpus gracilor :: Fern Pine,500 London St,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,Width 3ft,37.72108858,-122.4365585,POINT(-122.4365585 37.72108858),POINT(-122.4365585 37.72108858)
27134,DPW Maintained,Callistemon viminalis :: Weeping Bottlebrush,1941 Silver Ave,1,Sidewalk: Curb side : Cutout,Private,2002,21,4,3X3,37.73522345,-122.4011423,POINT(-122.4011423 37.73522345),POINT(-122.4011423 37.73522345)
159355,Planning Code 138.1 required,Melaleuca quinquenervia :: Cajeput,417 Ellington Ave,2,Sidewalk: Curb side : Cutout,Private,2016,7,3,3x3,37.71195188,-122.446983,POINT(-122.446983 37.71195188),POINT(-122.446983 37.71195188)
55354,DPW Maintained,Ulmus parvifolia :: Chinese Elm,601 Clement St,1,Sidewalk: Curb side : Cutout,Private,1972,51,10,3x3,37.78281148,-122.465691,POINT(-122.465691 37.78281148),POINT(-122.465691 37.78281148)
31440,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,4039 23rd St,1,Sidewalk: Curb side : Cutout,Private,1998,25,16,,37.75291773,-122.4328228,POINT(-122.4328228 37.75291773),POINT(-122.4328228 37.75291773)
166833,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,439 Alvarado St,1,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 3ft,37.7538437,-122.4307802,POINT(-122.4307802 37.7538437),POINT(-122.4307802 37.7538437)
58772,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2200 23rd St,1,Sidewalk: Curb side : Cutout,Private,1979,44,17,,37.75463004,-122.40176,POINT(-122.40176 37.75463004),POINT(-122.40176 37.75463004)
33798,Permitted Site,Magnolia grandiflora :: Southern Magnolia,90x Main St,4,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.79150508,-122.396128,POINT(-122.396128 37.79150508),POINT(-122.396128 37.79150508)
9202,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,6210 Geary Blvd,1,Sidewalk: Curb side : Cutout,Private,1996,27,3,3X3,37.78032777,-122.4863395,POINT(-122.4863395 37.78032777),POINT(-122.4863395 37.78032777)
178729,DPW Maintained,Pittosporum undulatum :: Victorian Box,389 Lisbon St,4,Sidewalk: Curb side : Cutout,Private,2020,3,3,Width 0ft,37.7222596,-122.433328,POINT(-122.433328 37.7222596),POINT(-122.433328 37.7222596)
92658,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,2201 Baker St,4,Sidewalk: Property side : Cutout,Private,2009,14,5,,37.79142133,-122.4446315,POINT(-122.4446315 37.79142133),POINT(-122.4446315 37.79142133)
21630,DPW Maintained,Ficus nitida :: Laurel Fig,1615 Sutter St,4,Sidewalk: Curb side : Cutout,Private,1990,33,6,4X4,37.78674915,-122.4275146,POINT(-122.4275146 37.78674915),POINT(-122.4275146 37.78674915)
41543,Permitted Site,Lophostemon confertus :: Brisbane Box,775X 02nd St,2,Sidewalk: Curb side : Cutout,Private,2000,23,6,3x3,37.77998037,-122.3892996,POINT(-122.3892996 37.77998037),POINT(-122.3892996 37.77998037)
50502,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,744 Naples St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,3x3,37.71705594,-122.434164,POINT(-122.434164 37.71705594),POINT(-122.434164 37.71705594)
32580,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1270 33rd Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,3,3x3,37.7634638,-122.4920808,POINT(-122.4920808 37.7634638),POINT(-122.4920808 37.7634638)
159211,DPW Maintained,Melaleuca linariifolia :: Flaxleaf Paperbark,209 Foote Ave,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 0ft,37.71433373,-122.4469744,POINT(-122.4469744 37.71433373),POINT(-122.4469744 37.71433373)
18844,DPW Maintained,Pittosporum undulatum :: Victorian Box,2135 Sacramento St,1,Sidewalk: Curb side : Cutout,Private,1993,30,8,3x3,37.79050874,-122.4281659,POINT(-122.4281659 37.79050874),POINT(-122.4281659 37.79050874)
84118,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,543 Visitacion Ave,1,Sidewalk: Curb side : Cutout,Private,2008,15,4,3x3,37.71056175,-122.4049998,POINT(-122.4049998 37.71056175),POINT(-122.4049998 37.71056175)
97698,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,900 North Point St,7,Sidewalk: Curb side : Cutout,Private,2008,15,5,4x8,37.80551678,-122.422503,POINT(-122.422503 37.80551678),POINT(-122.422503 37.80551678)
37992,DPW Maintained,Eriobotrya deflexa :: Bronze Loquat,650 Texas St,3,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.75796867,-122.3951374,POINT(-122.3951374 37.75796867),POINT(-122.3951374 37.75796867)
42872,DPW Maintained,Olea europaea :: Olive Tree,2571 32nd Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,5,,37.73928787,-122.489472,POINT(-122.489472 37.73928787),POINT(-122.489472 37.73928787)
62593,DPW Maintained,Ligustrum lucidum :: Glossy Privet,731 37th Ave,1,Sidewalk: Curb side : Cutout,Private,1986,37,9,,37.7750776,-122.4973472,POINT(-122.4973472 37.7750776),POINT(-122.4973472 37.7750776)
9693,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',414 Gough St,1,Sidewalk: Curb side : Cutout,Private,2012,11,3,3X3,37.77728923,-122.4229827,POINT(-122.4229827 37.77728923),POINT(-122.4229827 37.77728923)
31373,DPW Maintained,Arbutus unedo :: Strawberry Tree,616 Taraval St,1,Sidewalk: Curb side : Cutout,Private,1995,28,17,,37.74327146,-122.4729094,POINT(-122.4729094 37.74327146),POINT(-122.4729094 37.74327146)
38852,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1410 21st Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,,37.76132015,-122.479043,POINT(-122.479043 37.76132015),POINT(-122.479043 37.76132015)
67650,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1927 Quesada Ave,1,Sidewalk: Curb side : Cutout,Private,1992,31,6,,37.73573013,-122.3957787,POINT(-122.3957787 37.73573013),POINT(-122.3957787 37.73573013)
39491,Permitted Site,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,4028 25th St,1,Sidewalk: Curb side : Cutout,Private,1998,25,2,3x3,37.74999547,-122.4301688,POINT(-122.4301688 37.74999547),POINT(-122.4301688 37.74999547)
35477,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,455 Golden Gate Ave,7,Sidewalk: Curb side : Cutout,Private,1998,25,7,,37.78128712,-122.4178264,POINT(-122.4178264 37.78128712),POINT(-122.4178264 37.78128712)
28298,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,637 Powell St,1,Sidewalk: Curb side : Cutout,Private,2003,20,3,3X3,37.79066836,-122.4089721,POINT(-122.4089721 37.79066836),POINT(-122.4089721 37.79066836)
151814,DPW Maintained,Lophostemon confertus :: Brisbane Box,77 Hoff St,1,Sidewalk: Curb side : Cutout,Private,2020,3,3,Width 3ft,37.76372979,-122.4204173,POINT(-122.4204173 37.76372979),POINT(-122.4204173 37.76372979)
42842,DPW Maintained,Maytenus boaria :: Mayten,2934 Larkin St,1,Sidewalk: Curb side : Cutout,Private,2000,23,9,,37.80511805,-122.4218497,POINT(-122.4218497 37.80511805),POINT(-122.4218497 37.80511805)
69126,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,455 Linden St,1,Sidewalk: Curb side : Cutout,Private,2004,19,4,,37.77606204,-122.4254473,POINT(-122.4254473 37.77606204),POINT(-122.4254473 37.77606204)
42153,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,626 20th Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,6,,37.77597063,-122.4789886,POINT(-122.4789886 37.77597063),POINT(-122.4789886 37.77597063)
59946,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',670 Howard St,1,Sidewalk: Curb side : Cutout,Private,1981,42,2,,37.78540521,-122.4001548,POINT(-122.4001548 37.78540521),POINT(-122.4001548 37.78540521)
28546,DPW Maintained,Washingtonia robusta :: Mexican Fan Palm,5125 Mission St,1,Sidewalk: Curb side : Cutout,Private,2003,20,12,3x3,37.71679079,-122.4406412,POINT(-122.4406412 37.71679079),POINT(-122.4406412 37.71679079)
50689,DPW Maintained,Pittosporum undulatum :: Victorian Box,1 Harrison St,4,Sidewalk: Curb side : Cutout,Private,2004,19,6,,37.78896499,-122.3890973,POINT(-122.3890973 37.78896499),POINT(-122.3890973 37.78896499)
173615,Significant Tree,Acacia melanoxylon :: Blackwood Acacia,1200X JUNIPERO SERRA BLVD,14,Front Yard : Yard,Private,2017,6,3,,37.7170922,-122.4726616,POINT(-122.4726616 37.7170922),POINT(-122.4726616 37.7170922)
